id,name,description,classification,emballage
dom_classification_onu_245,1333,CÉRIUM plaques barres lingots,F3,2
dom_classification_onu_246,1334,NAPHTALÈNE BRUT ou NAPHTALÈNE RAFFINÉ,F1,3
dom_classification_onu_247,1338,PHOSPHORE AMORPHE,F3,3
dom_classification_onu_248,1339,HEPTASULFURE DE PHOSPHORE exempt de phosphore jaune ou blanc,F3,2
dom_classification_onu_249,1340,PENTASULFURE DE PHOSPHORE exempt de phosphore jaune ou blanc,WF2,2
dom_classification_onu_250,1341,SESQUISULFURE DE PHOSPHORE exempt de phosphore jaune ou blanc,F3,2
dom_classification_onu_251,1343,TRISULFURE DE PHOSPHORE exempt de phosphore jaune ou blanc,F3,2
dom_classification_onu_252,1345,CHUTES DE CAOUTCHOUC ou DÉCHETS DE CAOUTCHOUC sous forme de poudre ou de grains,F1,2
dom_classification_onu_253,1346,SILICIUM EN POUDRE AMORPHE,F3,3
dom_classification_onu_254,1350,SOUFRE,F3,3
dom_classification_onu_255,1352,TITANE EN POUDRE HUMIDIFIÉ avec au moins 25% d'eau,F3,2
dom_classification_onu_256,1353,FIBRES ou TISSUS IMPRÉGNÉS DE NITROCELLULOSE FAIBLEMENT NITRÉE N.S.A.,F1,3
dom_classification_onu_257,1358,ZIRCONIUM EN POUDRE HUMIDIFIÉ avec au moins 25% d'eau,F3,2
dom_classification_onu_258,1390,AMIDURES DE MÉTAUX ALCALINS,W2,2
dom_classification_onu_259,1393,ALLIAGE DE MÉTAUX ALCALINO-TERREUX N.S.A.,W2,2
dom_classification_onu_260,1394,CARBURE D'ALUMINIUM,W2,2
dom_classification_onu_261,1395,ALUMINO-FERRO-SILICIUM EN POUDRE,WT2,2
dom_classification_onu_262,1396,ALUMINIUM EN POUDRE NON ENROBÉ,W2,2
dom_classification_onu_263,1396,ALUMINIUM EN POUDRE NON ENROBÉ,W2,3
dom_classification_onu_264,1398,SILICO-ALUMINIUM EN POUDRE NON ENROBÉ,W2,3
dom_classification_onu_265,1400,BARYUM,W2,2
dom_classification_onu_266,1401,CALCIUM,W2,2
dom_classification_onu_267,1402,CARBURE DE CALCIUM,W2,2
dom_classification_onu_268,1403,CYANAMIDE CALCIQUE contenant plus de 01% (masse) de carbure de calcium,W2,3
dom_classification_onu_269,1405,SILICIURE DE CALCIUM,W2,2
dom_classification_onu_270,1405,SILICIURE DE CALCIUM,W2,3
dom_classification_onu_271,1408,FERROSILICIUM contenant 30% ou plus mais moins de 90% (masse) de silicium,WT2,3
dom_classification_onu_272,1409,HYDRURES MÉTALLIQUES HYDRORÉACTIFS N.S.A.,W2,2
dom_classification_onu_273,1417,SILICO-LITHIUM,W2,2
dom_classification_onu_274,1435,CENDRES DE ZINC,W2,3
dom_classification_onu_275,1437,HYDRURE DE ZIRCONIUM,F3,2
dom_classification_onu_276,1438,NITRATE D'ALUMINIUM,O2,3
dom_classification_onu_277,1439,DICHROMATE D'AMMONIUM,O2,2
dom_classification_onu_278,1442,PERCHLORATE D'AMMONIUM,O2,2
dom_classification_onu_279,1444,PERSULFATE D'AMMONIUM,O2,3
dom_classification_onu_280,1445,CHLORATE DE BARYUM SOLIDE,OT2,2
dom_classification_onu_281,1446,NITRATE DE BARYUM,OT2,2
dom_classification_onu_282,1447,PERCHLORATE DE BARYUM SOLIDE,OT2,2
dom_classification_onu_283,1448,PERMANGANATE DE BARYUM,OT2,2
dom_classification_onu_284,1449,PEROXYDE DE BARYUM,OT2,2
dom_classification_onu_285,1450,BROMATES INORGANIQUES N.S.A.,O2,2
dom_classification_onu_286,1451,NITRATE DE CÉSIUM,O2,3
dom_classification_onu_287,1452,CHLORATE DE CALCIUM,O2,2
dom_classification_onu_288,1453,CHLORITE DE CALCIUM,O2,2
dom_classification_onu_289,1454,NITRATE DE CALCIUM,O2,3
dom_classification_onu_290,1455,PERCHLORATE DE CALCIUM,O2,2
dom_classification_onu_291,1456,PERMANGANATE DE CALCIUM,O2,2
dom_classification_onu_292,1457,PEROXYDE DE CALCIUM,O2,2
dom_classification_onu_293,1458,CHLORATE ET BORATE EN MÉLANGE,O2,3
dom_classification_onu_294,1458,CHLORATE ET BORATE EN MÉLANGE,O2,2
dom_classification_onu_295,1459,CHLORATE ET CHLORURE DE MAGNÉSIUM EN MÉLANGE SOLIDE,O2,2
dom_classification_onu_296,1459,CHLORATE ET CHLORURE DE MAGNÉSIUM EN MÉLANGE SOLIDE,O2,3
dom_classification_onu_297,1461,CHLORATES INORGANIQUES N.S.A.,O2,2
dom_classification_onu_298,1462,CHLORITES INORGANIQUES N.S.A.,O2,2
dom_classification_onu_299,1463,TRIOXYDE DE CHROME ANHYDRE,OTC,2
dom_classification_onu_300,1465,NITRATE DE DIDYME,O2,3
dom_classification_onu_301,1466,NITRATE DE FER III,O2,3
dom_classification_onu_302,1467,NITRATE DE GUANIDINE,O2,3
dom_classification_onu_303,1469,NITRATE DE PLOMB,OT2,2
dom_classification_onu_304,1470,PERCHLORATE DE PLOMB SOLIDE,OT2,2
dom_classification_onu_305,1471,HYPOCHLORITE DE LITHIUM SEC ou HYPOCHLORITE DE LITHIUM EN MÉLANGE,O2,2
dom_classification_onu_306,1471,HYPOCHLORITE DE LITHIUM SEC ou HYPOCHLORITE DE LITHIUM EN MÉLANGE,O2,3
dom_classification_onu_307,1472,PEROXYDE DE LITHIUM,O2,2
dom_classification_onu_308,1473,BROMATE DE MAGNÉSIUM,O2,2
dom_classification_onu_309,1474,NITRATE DE MAGNÉSIUM,O2,3
dom_classification_onu_310,1475,PERCHLORATE DE MAGNÉSIUM,O2,2
dom_classification_onu_311,1476,PEROXYDE DE MAGNÉSIUM,O2,2
dom_classification_onu_312,1477,NITRATES INORGANIQUES N.S.A.,O2,3
dom_classification_onu_313,1477,NITRATES INORGANIQUES N.S.A.,O2,2
dom_classification_onu_314,1479,SOLIDE COMBURANT N.S.A.,O2,2
dom_classification_onu_315,1479,SOLIDE COMBURANT N.S.A.,O2,3
dom_classification_onu_316,1481,PERCHLORATES INORGANIQUES N.S.A.,O2,2
dom_classification_onu_317,1481,PERCHLORATES INORGANIQUES N.S.A.,O2,3
dom_classification_onu_318,1482,PERMANGANATES INORGANIQUES N.S.A.,O2,2
dom_classification_onu_319,1482,PERMANGANATES INORGANIQUES N.S.A.,O2,3
dom_classification_onu_320,1483,PEROXYDES INORGANIQUES N.S.A.,O2,2
dom_classification_onu_321,1483,PEROXYDES INORGANIQUES N.S.A.,O2,3
dom_classification_onu_322,1484,BROMATE DE POTASSIUM,O2,2
dom_classification_onu_323,1485,CHLORATE DE POTASSIUM,O2,2
dom_classification_onu_324,1486,NITRATE DE POTASSIUM,O2,3
dom_classification_onu_325,1487,NITRATE DE POTASSIUM ET NITRITE DE SODIUM EN MÉLANGE,O2,2
dom_classification_onu_326,1488,NITRITE DE POTASSIUM,O2,2
dom_classification_onu_327,1489,PERCHLORATE DE POTASSIUM,O2,2
dom_classification_onu_328,1490,PERMANGANATE DE POTASSIUM,O2,2
dom_classification_onu_329,1492,PERSULFATE DE POTASSIUM,O2,3
dom_classification_onu_330,1493,NITRATE D'ARGENT,O2,2
dom_classification_onu_331,1494,BROMATE DE SODIUM,O2,2
dom_classification_onu_332,1495,CHLORATE DE SODIUM,O2,2
dom_classification_onu_333,1496,CHLORITE DE SODIUM,O2,2
dom_classification_onu_334,1498,NITRATE DE SODIUM,O2,3
dom_classification_onu_335,1499,NITRATE DE SODIUM ET NITRATE DE POTASSIUM EN MÉLANGE,O2,3
dom_classification_onu_336,1500,NITRITE DE SODIUM,OT2,3
dom_classification_onu_337,1502,PERCHLORATE DE SODIUM,O2,2
dom_classification_onu_338,1503,PERMANGANATE DE SODIUM,O2,2
dom_classification_onu_339,1505,PERSULFATE DE SODIUM,O2,3
dom_classification_onu_340,1506,CHLORATE DE STRONTIUM,O2,2
dom_classification_onu_341,1507,NITRATE DE STRONTIUM,O2,3
dom_classification_onu_342,1508,PERCHLORATE DE STRONTIUM,O2,2
dom_classification_onu_343,1509,PEROXYDE DE STRONTIUM,O2,2
dom_classification_onu_344,1511,URÉE-PEROXYDE D'HYDROGÈNE,OC2,3
dom_classification_onu_345,1512,NITRITE DE ZINC AMMONIACAL,O2,2
dom_classification_onu_346,1513,CHLORATE DE ZINC,O2,2
dom_classification_onu_347,1514,NITRATE DE ZINC,O2,2
dom_classification_onu_348,1515,PERMANGANATE DE ZINC,O2,2
dom_classification_onu_349,1516,PEROXYDE DE ZINC,O2,2
dom_classification_onu_350,1544,ALCALOÏDES SOLIDES N.S.A. ou SELS D'ALCALOÏDES SOLIDES N.S.A.,T2,2
dom_classification_onu_351,1544,ALCALOÏDES SOLIDES N.S.A. ou SELS D'ALCALOÏDES SOLIDES N.S.A.,T2,3
dom_classification_onu_352,1545,ISOTHIOCYANATE D'ALLYLE STABILISÉ,TF1,2
dom_classification_onu_353,1546,ARSÉNIATE D'AMMONIUM,T5,2
dom_classification_onu_354,1547,ANILINE,T1,2
dom_classification_onu_355,1548,CHLORHYDRATE D'ANILINE,T2,3
dom_classification_onu_356,1549,COMPOSÉ INORGANIQUE SOLIDE DE L'ANTIMOINE N.S.A.,T5,3
dom_classification_onu_357,1550,LACTATE D'ANTIMOINE,T5,3
dom_classification_onu_358,1551,TARTRATE D'ANTIMOINE ET DE POTASSIUM,T5,3
dom_classification_onu_359,1554,ACIDE ARSÉNIQUE SOLIDE,T5,2
dom_classification_onu_360,1555,BROMURE D'ARSENIC,T5,2
dom_classification_onu_361,1556,COMPOSÉ LIQUIDE DE L'ARSENIC N.S.A. inorganique notamment: arséniates n.s.a. arsénites n.s.a. et sulfures d'arsenic n.s.a.,T4,2
dom_classification_onu_362,1556,COMPOSÉ LIQUIDE DE L'ARSENIC N.S.A. inorganique notamment: arséniates n.s.a. arsénites n.s.a. et sulfures d'arsenic n.s.a.,T4,3
dom_classification_onu_363,1557,COMPOSÉ SOLIDE DE L'ARSENIC N.S.A. inorganique notamment: arséniates n.s.a. arsénites n.s.a. et sulfures d'arsenic n.s.a.,T5,2
dom_classification_onu_364,1557,COMPOSÉ SOLIDE DE L'ARSENIC N.S.A. inorganique notamment: arséniates n.s.a. arsénites n.s.a. et sulfures d'arsenic n.s.a.,T5,3
dom_classification_onu_365,1558,ARSENIC,T5,2
dom_classification_onu_366,1559,PENTOXYDE D'ARSENIC,T5,2
dom_classification_onu_367,1561,TRIOXYDE D'ARSENIC,T5,2
dom_classification_onu_368,1562,POUSSIÈRE ARSENICALE,T5,2
dom_classification_onu_369,1564,COMPOSÉ DU BARYUM N.S.A.,T5,2
dom_classification_onu_370,1564,COMPOSÉ DU BARYUM N.S.A.,T5,3
dom_classification_onu_371,1566,COMPOSÉ DU BERYLLIUM N.S.A.,T5,2
dom_classification_onu_372,1566,COMPOSÉ DU BERYLLIUM N.S.A.,T5,3
dom_classification_onu_373,1567,BERYLLIUM EN POUDRE,TF3,2
dom_classification_onu_374,1572,ACIDE CACODYLIQUE,T5,2
dom_classification_onu_375,1573,ARSÉNIATE DE CALCIUM,T5,2
dom_classification_onu_376,1574,ARSÉNIATE DE CALCIUM ET ARSÉNITE DE CALCIUM EN MÉLANGE SOLIDE,T5,2
dom_classification_onu_377,1577,CHLORODINITRO-BENZÈNES LIQUIDES,T1,2
dom_classification_onu_378,1578,CHLORONITROBENZÈNES SOLIDES,T2,2
dom_classification_onu_379,1579,CHLORHYDRATE DE CHLORO-4 o-TOLUIDINE SOLIDE,T2,3
dom_classification_onu_380,1583,CHLOROPICRINE EN MÉLANGE N.S.A.,T1,2
dom_classification_onu_381,1583,CHLOROPICRINE EN MÉLANGE N.S.A.,T1,3
dom_classification_onu_382,1585,ACÉTOARSÉNITE DE CUIVRE,T5,2
dom_classification_onu_383,1586,ARSÉNITE DE CUIVRE,T5,2
dom_classification_onu_384,1587,CYANURE DE CUIVRE,T5,2
dom_classification_onu_385,1588,CYANURES INORGANIQUES SOLIDES N.S.A.,T5,2
dom_classification_onu_386,1588,CYANURES INORGANIQUES SOLIDES N.S.A.,T5,3
dom_classification_onu_387,1590,DICHLORANILINES LIQUIDES,T1,2
dom_classification_onu_388,1591,o-DICHLOROBENZÈNE,T1,3
dom_classification_onu_389,1593,DICHLOROMÉTHANE,T1,3
dom_classification_onu_390,1594,SULFATE DE DIÉTHYLE,T1,2
dom_classification_onu_391,1596,DINITRANILINES,T2,2
dom_classification_onu_392,1597,DINITROBENZÈNES LIQUIDES,T1,2
dom_classification_onu_393,1597,DINITROBENZÈNES LIQUIDES,T1,3
dom_classification_onu_394,1598,DINITRO-o-CRÉSOL,T2,2
dom_classification_onu_395,1599,DINITROPHÉNOL EN SOLUTION,T1,2
dom_classification_onu_396,1599,DINITROPHÉNOL EN SOLUTION,T1,3
dom_classification_onu_397,1601,DÉSINFECTANT SOLIDE TOXIQUE N.S.A,T2,3
dom_classification_onu_398,1601,DÉSINFECTANT SOLIDE TOXIQUE N.S.A,T2,2
dom_classification_onu_399,1602,COLORANT LIQUIDE TOXIQUE N.S.A. ou MATIÈRE INTERMÉDIAIRE LIQUIDE POUR COLORANT TOXIQUE N.S.A.,T1,3
dom_classification_onu_400,1602,COLORANT LIQUIDE TOXIQUE N.S.A. ou MATIÈRE INTERMÉDIAIRE LIQUIDE POUR COLORANT TOXIQUE N.S.A.,T1,2
dom_classification_onu_401,1603,BROMACÉTATE D'ÉTHYLE,TF1,2
dom_classification_onu_402,1604,ÉTHYLÈNEDIAMINE,CF1,2
dom_classification_onu_403,1606,ARSÉNIATE DE FER III,T5,2
dom_classification_onu_404,1607,ARSÉNITE DE FER III,T5,2
dom_classification_onu_405,1608,ARSÉNIATE DE FER II,T5,2
dom_classification_onu_406,1611,TÉTRAPHOSPHATE D'HEXAÉTHYLE,T1,2
dom_classification_onu_407,1616,ACÉTATE DE PLOMB,T5,3
dom_classification_onu_408,1617,ARSÉNIATES DE PLOMB,T5,2
dom_classification_onu_409,1618,ARSÉNITES DE PLOMB,T5,2
dom_classification_onu_410,1620,CYANURE DE PLOMB,T5,2
dom_classification_onu_411,1621,POURPRE DE LONDRES,T5,2
dom_classification_onu_412,1622,ARSÉNIATE DE MAGNÉSIUM,T5,2
dom_classification_onu_413,1623,ARSÉNIATE DE MERCURE II,T5,2
dom_classification_onu_414,1624,CHLORURE DE MERCURE II,T5,2
dom_classification_onu_415,1625,NITRATE DE MERCURE II,T5,2
dom_classification_onu_416,1627,NITRATE DE MERCURE I,T5,2
dom_classification_onu_417,1629,ACÉTATE DE MERCURE,T5,2
dom_classification_onu_418,1630,CHLORURE DE MERCURE AMMONIACAL,T5,2
dom_classification_onu_419,1631,BENZOATE DE MERCURE,T5,2
dom_classification_onu_420,1634,BROMURES DE MERCURE,T5,2
dom_classification_onu_421,1636,CYANURE DE MERCURE,T5,2
dom_classification_onu_422,1637,GLUCONATE DE MERCURE,T5,2
dom_classification_onu_423,1638,IODURE DE MERCURE,T5,2
dom_classification_onu_424,1639,NUCLÉINATE DE MERCURE,T5,2
dom_classification_onu_425,1640,OLÉATE DE MERCURE,T5,2
dom_classification_onu_426,1641,OXYDE DE MERCURE,T5,2
dom_classification_onu_427,1642,OXYCYANURE DE MERCURE DÉSENSIBILISÉ,T5,2
dom_classification_onu_428,1643,IODURE DOUBLE DE MERCURE ET DE POTASSIUM,T5,2
dom_classification_onu_429,1644,SALICYLATE DE MERCURE,T5,2
dom_classification_onu_430,1645,SULFATE DE MERCURE,T5,2
dom_classification_onu_431,1646,THIOCYANATE DE MERCURE,T5,2
dom_classification_onu_432,1648,ACÉTONITRILE,F1,2
dom_classification_onu_433,1650,bêta-NAPHTYLAMINE SOLIDE,T2,2
dom_classification_onu_434,1651,NAPHTYLTHIO-URÉE,T2,2
dom_classification_onu_435,1652,NAPHTYLURÉE,T2,2
dom_classification_onu_436,1653,CYANURE DE NICKEL,T5,2
dom_classification_onu_437,1654,NICOTINE,T1,2
dom_classification_onu_438,1655,COMPOSÉ SOLIDE DE LA NICOTINE N.S.A. ou PRÉPARATION SOLIDE DE LA NICOTINE N.S.A.,T2,2
dom_classification_onu_439,1655,COMPOSÉ SOLIDE DE LA NICOTINE N.S.A. ou PRÉPARATION SOLIDE DE LA NICOTINE N.S.A.,T2,3
dom_classification_onu_440,1656,CHLORHYDRATE DE NICOTINE LIQUIDE ou EN SOLUTION,T1,2
dom_classification_onu_441,1656,CHLORHYDRATE DE NICOTINE LIQUIDE ou EN SOLUTION,T1,3
dom_classification_onu_442,1657,SALICYLATE DE NICOTINE,T2,2
dom_classification_onu_443,1658,SULFATE DE NICOTINE EN SOLUTION,T1,2
dom_classification_onu_444,1658,SULFATE DE NICOTINE EN SOLUTION,T1,3
dom_classification_onu_445,1659,TARTRATE DE NICOTINE,T2,2
dom_classification_onu_446,1661,NITRANILINES (o- m- p-),T2,2
dom_classification_onu_447,1662,NITROBENZÈNE,T1,2
dom_classification_onu_448,1663,NITROPHÉNOLS (o- m- p-),T2,3
dom_classification_onu_449,1664,NITROTOLUÈNES LIQUIDES,T1,2
dom_classification_onu_450,1665,NITROXYLÈNES LIQUIDES,T1,2
dom_classification_onu_451,1669,PENTACHLORÉTHANE,T1,2
dom_classification_onu_452,1671,PHÉNOL SOLIDE,T2,2
dom_classification_onu_453,1673,PHÉNYLÈNEDIAMINES (o- m- p-),T2,3
dom_classification_onu_454,1674,ACÉTATE DE PHÉNYLMERCURE,T3,2
dom_classification_onu_455,1677,ARSÉNIATE DE POTASSIUM,T5,2
dom_classification_onu_456,1678,ARSÉNITE DE POTASSIUM,T5,2
dom_classification_onu_457,1679,CUPROCYANURE DE POTASSIUM,T5,2
dom_classification_onu_458,1683,ARSÉNITE D'ARGENT,T5,2
dom_classification_onu_459,1684,CYANURE D'ARGENT,T5,2
dom_classification_onu_460,1685,ARSÉNIATE DE SODIUM,T5,2
dom_classification_onu_461,1686,ARSÉNITE DE SODIUM EN SOLUTION AQUEUSE,T4,2
dom_classification_onu_462,1686,ARSÉNITE DE SODIUM EN SOLUTION AQUEUSE,T4,3
dom_classification_onu_463,1687,AZOTURE DE SODIUM,T5,2
dom_classification_onu_464,1688,CACODYLATE DE SODIUM,T5,2
dom_classification_onu_465,1690,FLUORURE DE SODIUM SOLIDE,T5,3
dom_classification_onu_466,1691,ARSÉNITE DE STRONTIUM,T5,2
dom_classification_onu_467,1702,1122-TÉTRACHLORÉTHANE,T1,2
dom_classification_onu_468,1704,DITHIOPYROPHOSPHATE DE TÉTRAÉTHYLE,T1,2
dom_classification_onu_469,1707,COMPOSÉ DU THALLIUM N.S.A.,T5,2
dom_classification_onu_470,1708,TOLUIDINES LIQUIDES,T1,2
dom_classification_onu_471,1709,m-TOLUYLÈNEDIAMINE SOLIDE,T2,3
dom_classification_onu_472,1710,TRICHLORÉTHYLÈNE,T1,3
dom_classification_onu_473,1711,XYLIDINES LIQUIDES,T1,2
dom_classification_onu_474,1712,ARSÉNIATE DE ZINC ou ARSÉNITE DE ZINC ou ARSÉNIATE DE ZINC ET ARSÉNITE DE ZINC EN MÉLANGE,T5,2
dom_classification_onu_475,1715,ANHYDRIDE ACÉTIQUE,CF1,2
dom_classification_onu_476,1716,BROMURE D'ACÉTYLE,C3,2
dom_classification_onu_477,1717,CHLORURE D'ACÉTYLE,FC,2
dom_classification_onu_478,1718,PHOSPHATE ACIDE DE BUTYLE,C3,3
dom_classification_onu_479,1719,LIQUIDE ALCALIN CAUSTIQUE N.S.A.,C5,2
dom_classification_onu_480,1719,LIQUIDE ALCALIN CAUSTIQUE N.S.A.,C5,3
dom_classification_onu_481,1723,IODURE D'ALLYLE,FC,2
dom_classification_onu_482,1725,BROMURE D'ALUMINIUM ANHYDRE,C2,2
dom_classification_onu_483,1726,CHLORURE D'ALUMINIUM ANHYDRE,C2,2
dom_classification_onu_484,1727,HYDROGÉNODI-FLUORURE D'AMMONIUM SOLIDE,C2,2
dom_classification_onu_485,1729,CHLORURE D'ANISOYLE,C4,2
dom_classification_onu_486,1730,PENTACHLORURE D'ANTIMOINE LIQUIDE,C1,2
dom_classification_onu_487,1731,PENTACHLORURE D'ANTIMOINE EN SOLUTION,C1,2
dom_classification_onu_488,1731,PENTACHLORURE D'ANTIMOINE EN SOLUTION,C1,3
dom_classification_onu_489,1732,PENTAFLUORURE D'ANTIMOINE,CT1,2
dom_classification_onu_490,1733,TRICHLORURE D'ANTIMOINE,C2,2
dom_classification_onu_491,1736,CHLORURE DE BENZOYLE,C3,2
dom_classification_onu_492,1740,HYDROGÉNODIFLUO-RURES SOLIDES N.S.A.,C2,3
dom_classification_onu_493,1740,HYDROGÉNODIFLUO-RURES SOLIDES N.S.A.,C2,2
dom_classification_onu_494,1742,COMPLEXE DE TRIFLUORURE DE BORE ET D'ACIDE ACÉTIQUE LIQUIDE,C3,2
dom_classification_onu_495,1743,COMPLEXE DE TRIFLUORURE DE BORE ET D'ACIDE PROPIONIQUE LIQUIDE,C3,2
dom_classification_onu_496,1748,HYPOCHLORITE DE CALCIUM SEC ou HYPOCHLORITE DE CALCIUM EN MÉLANGE SEC contenant plus de 39% de chlore actif (88% d'oxygène actif),O2,2
dom_classification_onu_497,1748,HYPOCHLORITE DE CALCIUM SEC ou HYPOCHLORITE DE CALCIUM EN MÉLANGE SEC contenant plus de 39% de chlore actif (88% d'oxygène actif),O2,3
dom_classification_onu_498,1750,ACIDE CHLORACÉTIQUE EN SOLUTION,TC1,2
dom_classification_onu_499,1751,ACIDE CHLORACÉTIQUE SOLIDE,TC2,2
dom_classification_onu_500,1755,ACIDE CHROMIQUE EN SOLUTION,C1,2
dom_classification_onu_501,1755,ACIDE CHROMIQUE EN SOLUTION,C1,3
dom_classification_onu_502,1756,FLUORURE DE CHROME III SOLIDE,C2,2
dom_classification_onu_503,1757,FLUORURE DE CHROME III EN SOLUTION,C1,2
dom_classification_onu_504,1757,FLUORURE DE CHROME III EN SOLUTION,C1,3
dom_classification_onu_505,1759,SOLIDE CORROSIF N.S.A.,C10,2
dom_classification_onu_506,1759,SOLIDE CORROSIF N.S.A.,C10,3
dom_classification_onu_507,1760,LIQUIDE CORROSIF N.S.A.,C9,2
dom_classification_onu_508,1760,LIQUIDE CORROSIF N.S.A.,C9,3
dom_classification_onu_509,1761,CUPRIÉTHYLÈNEDIAMINE EN SOLUTION,CT1,2
dom_classification_onu_510,1761,CUPRIÉTHYLÈNEDIAMINE EN SOLUTION,CT1,3
dom_classification_onu_511,1764,ACIDE DICHLORACÉTIQUE,C3,2
dom_classification_onu_512,1765,CHLORURE DE DICHLORACÉTYLE,C3,2
dom_classification_onu_513,1768,ACIDE DIFLUORO-PHOSPHORIQUE ANHYDRE,C1,2
dom_classification_onu_514,1770,BROMURE DE DIPHÉNYLMÉTHYLE,C10,2
dom_classification_onu_515,1773,CHLORURE DE FER III ANHYDRE,C2,3
dom_classification_onu_516,1774,CHARGES D'EXTINCTEURS liquide corrosif,C11,2
dom_classification_onu_517,1775,ACIDE FLUOROBORIQUE,C1,2
dom_classification_onu_518,1776,ACIDE FLUOROPHOSPHORIQUE ANHYDRE,C1,2
dom_classification_onu_519,1778,ACIDE FLUOROSILICIQUE,C1,2
dom_classification_onu_520,1779,ACIDE FORMIQUE contenant plus de 85% (masse) d'acide,CF1,2
dom_classification_onu_521,1780,CHLORURE DE FUMARYLE,C3,2
dom_classification_onu_522,1782,ACIDE HEXAFLUORO-PHOSPHORIQUE,C1,2
dom_classification_onu_523,1783,HEXAMÉTHYLÈNE-DIAMINE EN SOLUTION,C7,2
dom_classification_onu_524,1783,HEXAMÉTHYLÈNE-DIAMINE EN SOLUTION,C7,3
dom_classification_onu_525,1787,ACIDE IODHYDRIQUE,C1,2
dom_classification_onu_526,1787,ACIDE IODHYDRIQUE,C1,3
dom_classification_onu_527,1788,ACIDE BROMHYDRIQUE,C1,2
dom_classification_onu_528,1788,ACIDE BROMHYDRIQUE,C1,3
dom_classification_onu_529,1789,ACIDE CHLORHYDRIQUE,C1,2
dom_classification_onu_530,1789,ACIDE CHLORHYDRIQUE,C1,3
dom_classification_onu_531,1790,ACIDE FLUORHYDRIQUE contenant au plus 60% de fluorure d'hydrogène,CT1,2
dom_classification_onu_532,1791,HYPOCHLORITE EN SOLUTION,C9,2
dom_classification_onu_533,1791,HYPOCHLORITE EN SOLUTION,C9,3
dom_classification_onu_534,1792,MONOCHLORURE D'IODE,C1,2
dom_classification_onu_535,1793,PHOSPHATE ACIDE D'ISOPROPYLE,C3,3
dom_classification_onu_536,1794,SULFATE DE PLOMB contenant plus de 3% d'acide libre,C2,2
dom_classification_onu_537,1796,ACIDE SULFONITRIQUE contenant au plus 50% d'acide nitrique,C1,2
dom_classification_onu_538,1802,ACIDE PERCHLORIQUE contenant au plus 50% (masse) d'acide,CO1,2
dom_classification_onu_539,1803,ACIDE PHÉNOLSULFONIQUE LIQUIDE,C3,2
dom_classification_onu_540,1805,ACIDE PHOSPHORIQUE EN SOLUTION,C1,3
dom_classification_onu_541,1806,PENTACHLORURE DE PHOSPHORE,C2,2
dom_classification_onu_542,1807,ANHYDRIDE PHOSPHORIQUE (PENTOXYDE DE PHOSPHORE),C2,2
dom_classification_onu_543,1808,TRIBROMURE DE PHOSPHORE,C1,2
dom_classification_onu_544,1811,HYDROGÉNODIFLUO-RURE DE POTASSIUM SOLIDE,CT2,2
dom_classification_onu_545,1812,FLUORURE DE POTASSIUM SOLIDE,T5,3
dom_classification_onu_546,1813,HYDROXYDE DE POTASSIUM SOLIDE,C6,2
dom_classification_onu_547,1814,HYDROXYDE DE POTASSIUM EN SOLUTION,C5,2
dom_classification_onu_548,1814,HYDROXYDE DE POTASSIUM EN SOLUTION,C5,3
dom_classification_onu_549,1815,CHLORURE DE PROPIONYLE,FC,2
dom_classification_onu_550,1817,CHLORURE DE PYROSULFURYLE,C1,2
dom_classification_onu_551,1819,ALUMINATE DE SODIUM EN SOLUTION,C5,2
dom_classification_onu_552,1819,ALUMINATE DE SODIUM EN SOLUTION,C5,3
dom_classification_onu_553,1823,HYDROXYDE DE SODIUM SOLIDE,C6,2
dom_classification_onu_554,1824,HYDROXYDE DE SODIUM EN SOLUTION,C5,2
dom_classification_onu_555,1824,HYDROXYDE DE SODIUM EN SOLUTION,C5,3
dom_classification_onu_556,1825,MONOXYDE DE SODIUM,C6,2
dom_classification_onu_557,1826,ACIDE SULFONITRIQUE RÉSIDUAIRE contenant au plus 50% d'acide nitrique,C1,2
dom_classification_onu_558,1827,CHLORURE D'ÉTAIN IV ANHYDRE,C1,2
dom_classification_onu_559,1830,ACIDE SULFURIQUE contenant plus de 51% d'acide,C1,2
dom_classification_onu_560,1832,ACIDE SULFURIQUE RÉSIDUAIRE,C1,2
dom_classification_onu_561,1833,ACIDE SULFUREUX,C1,2
dom_classification_onu_562,1835,HYDROXYDE DE TÉTRAMÉTHYL-AMMONIUM EN SOLUTION,C7,2
dom_classification_onu_563,1835,HYDROXYDE DE TÉTRAMÉTHYL-AMMONIUM EN SOLUTION,C7,3
dom_classification_onu_564,1837,CHLORURE DE THIOPHOSPHORYLE,C1,2
dom_classification_onu_565,1839,ACIDE TRICHLORACÉTIQUE,C4,2
dom_classification_onu_566,1840,CHLORURE DE ZINC EN SOLUTION,C1,3
dom_classification_onu_567,1841,ALDÉHYDATE D'AMMONIAQUE,M11,3
dom_classification_onu_568,1843,DINITRO-o-CRÉSATE D'AMMONIUM SOLIDE,T2,2
dom_classification_onu_569,1845,Dioxyde de carbone solide (Anydride carbonique Neige carbonique) (Attention si utilisé en tant qu'agent de réfrigération voir 5.5.3),M11,
dom_classification_onu_570,1846,TÉTRACHLORURE DE CARBONE,T1,2
dom_classification_onu_571,1847,SULFURE DE POTASSIUM HYDRATÉ contenant au moins 30% d'eau de cristallisation,C6,2
